date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:05:06	78013/78013	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/page-account.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/page-account.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:06	77799/77799	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-wishlist.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-wishlist.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:07	708/708	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Oct%202023%2003:05:14%20GMT	https://wp.alithemes.com/html/nest/demo/shop-order.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-order.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:07	3594/3594	---M--	200	added ('OK')	image/png	date:Fri,%2021%20May%202021%2019:26:36%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/flag-fr.png	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/flag-fr.png	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:07	431894/431894	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Oct%202021%2018:59:22%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/banner/popup-1.png	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/banner/popup-1.png	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:07	3588/3588	---M--	200	added ('OK')	image/png	date:Fri,%2021%20May%202021%2019:26:22%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/flag-dt.png	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/flag-dt.png	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:08	3590/3590	---M--	200	added ('OK')	image/png	date:Fri,%2021%20May%202021%2019:26:30%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/flag-ru.png	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/flag-ru.png	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:08	21893/21893	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Jun%202021%2020:29:34%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/logo.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/logo.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:09	74488/74488	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-compare.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-compare.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:09	881/881	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Sep%202021%2014:37:44%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-compare.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-compare.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:09	1322/1322	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Jul%202021%2014:24:36%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-heart.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-heart.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:09	100760/100760	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-cart.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-cart.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:09	1378/1378	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Jul%202021%2014:24:54%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-cart.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-cart.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:10	13975/13975	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Jul%202021%2013:53:08%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/shop/thumbnail-2.jpg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/shop/thumbnail-2.jpg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:13	124308/124308	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-checkout.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-checkout.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:13	1771/1771	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Jul%202021%2014:23:44%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-user.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-user.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:13	65366/65366	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/page-login.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/page-login.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:14	10868/10868	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Apr%202022%2015:41:10%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-1.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-1.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:14	7390/7390	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:51:32%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-2.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-2.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:14	8412/8412	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:51:40%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-3.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-3.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:14	8313/8313	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:51:46%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-4.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-4.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:14	10203/10203	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:51:54%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-5.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-5.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:16	9261/9261	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Apr%202022%2015:41:10%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-6.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-6.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:16	4544/4544	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:52:12%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-7.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-7.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:16	7444/7444	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:52:18%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-8.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-8.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:16	8097/8097	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:52:22%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-9.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-9.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:16	11583/11583	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:52:32%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-10.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-10.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:16	5445/5445	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:53:08%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-1.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-1.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:17	11526/11526	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:53:14%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-2.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-2.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:17	3073/3073	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:53:22%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-3.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-3.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:17	5390/5390	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:53:28%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-4.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-4.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:17	2322/2322	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2003:10:08%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-hot.svg	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-hot.svg	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:18	411874/411874	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/index-2.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/index-2.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:19	391362/391362	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/index-3.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/index-3.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:19	410204/410204	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/index-4.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/index-4.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:20	427306/427306	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/index-5.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/index-5.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:20	158558/158558	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/index-6.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/index-6.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:21	75855/75855	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/page-about.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/page-about-2.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:21	162405/162405	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-grid-left.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-grid-left.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:22	113625/113625	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-list-right.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-list-right.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:22	113642/113642	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-list-left.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-list-left.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:23	154489/154489	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-fullwidth.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-fullwidth.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:23	133656/133656	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-product-left.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-product-left.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:24	120196/120196	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-product-full.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-product-full.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:24	138180/138180	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-product-vendor.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-product-vendor.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:25	158982/158982	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-filter.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-filter.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:25	13090/13090	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-invoice-1.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-invoice-1.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:26	13250/13250	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-invoice-2.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-invoice-2.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:26	13796/13796	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-invoice-3.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-invoice-3.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:31	11803/11803	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-invoice-4.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-invoice-4.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:31	9901/9901	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-invoice-5.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-invoice-5.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:32	11828/11828	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/shop-invoice-6.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/shop-invoice-6.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:32	110953/110953	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/vendors-grid.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/vendors-grid.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:33	89725/89725	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/vendors-list.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/vendors-list.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:33	162804/162804	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/vendor-details-1.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/vendor-details-1.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:34	113829/113829	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/vendor-details-2.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/vendor-details-2.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:35	139379/139379	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/vendor-dashboard.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/vendor-dashboard.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:35	69715/69715	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:40%20GMT	https://wp.alithemes.com/html/nest/demo/vendor-guide.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/vendor-guide.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:35	45813/45813	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2013:54:32%20GMT	https://wp.alithemes.com/html/nest/demo/assets/imgs/banner/banner-menu.png	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/assets/imgs/banner/banner-menu.png	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:36	102048/102048	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:38%20GMT	https://wp.alithemes.com/html/nest/demo/blog-category-grid.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/blog-category-grid.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
03:05:37	91994/91994	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2014:30:38%20GMT	https://wp.alithemes.com/html/nest/demo/blog-category-list.html	F:/atoi/atoi/wp.alithemes.com/html/nest/demo/blog-category-list.html	(from https://wp.alithemes.com/html/nest/demo/index.html)
